DateTime,Interbeat Interval (MS)
2024-12-03 20:30:04.433000+00:00,820
2024-12-03 20:30:05.292000+00:00,847
2024-12-03 20:30:06.191000+00:00,882
2024-12-03 20:30:07.089000+00:00,906
2024-12-03 20:30:07.949000+00:00,882
2024-12-03 20:30:08.847000+00:00,890
2024-12-03 20:30:09.746000+00:00,890
2024-12-03 20:30:10.605000+00:00,871
2024-12-03 20:30:11.464000+00:00,859
2024-12-03 20:30:12.324000+00:00,839
2024-12-03 20:30:13.183000+00:00,847
2024-12-03 20:30:14.003000+00:00,824
2024-12-03 20:30:14.824000+00:00,820
2024-12-03 20:30:15.644000+00:00,824
2024-12-03 20:30:16.425000+00:00,789
2024-12-03 20:30:17.246000+00:00,808
2024-12-03 20:30:18.027000+00:00,804
2024-12-03 20:30:18.847000+00:00,792
2024-12-03 20:30:19.628000+00:00,789
2024-12-03 20:30:20.410000+00:00,792
2024-12-03 20:30:21.230000+00:00,800
2024-12-03 20:30:22.011000+00:00,800
2024-12-03 20:30:22.792000+00:00,792
2024-12-03 20:30:23.574000+00:00,785
2024-12-03 20:30:24.355000+00:00,769
2024-12-03 20:30:25.097000+00:00,746
2024-12-03 20:30:25.839000+00:00,722
2024-12-03 20:30:26.542000+00:00,722
2024-12-03 20:30:27.246000+00:00,710
2024-12-03 20:30:27.988000+00:00,707
2024-12-03 20:30:28.691000+00:00,714
2024-12-03 20:30:29.433000+00:00,750
2024-12-03 20:30:30.214000+00:00,773
2024-12-03 20:30:30.996000+00:00,777
2024-12-03 20:30:31.777000+00:00,785
2024-12-03 20:30:32.558000+00:00,785
2024-12-03 20:30:33.339000+00:00,785
2024-12-03 20:30:34.121000+00:00,773
2024-12-03 20:30:34.863000+00:00,761
2024-12-03 20:30:35.605000+00:00,722
2024-12-03 20:30:36.269000+00:00,687
2024-12-03 20:30:36.972000+00:00,691
2024-12-03 20:30:37.675000+00:00,695
2024-12-03 20:30:38.378000+00:00,722
2024-12-03 20:30:39.160000+00:00,761
2024-12-03 20:30:39.902000+00:00,761
2024-12-03 20:30:40.722000+00:00,792
2024-12-03 20:30:41.503000+00:00,808
2024-12-03 20:30:42.324000+00:00,812
2024-12-03 20:30:43.144000+00:00,804
2024-12-03 20:30:43.925000+00:00,796
2024-12-03 20:30:44.746000+00:00,792
2024-12-03 20:30:45.527000+00:00,785
2024-12-03 20:30:46.308000+00:00,777
2024-12-03 20:30:47.050000+00:00,769
2024-12-03 20:30:47.831000+00:00,765
2024-12-03 20:30:48.574000+00:00,730
2024-12-03 20:30:49.277000+00:00,730
2024-12-03 20:30:50.019000+00:00,722
2024-12-03 20:30:50.761000+00:00,742
2024-12-03 20:30:51.503000+00:00,761
2024-12-03 20:30:52.285000+00:00,769
2024-12-03 20:30:53.066000+00:00,777
2024-12-03 20:30:53.847000+00:00,781
2024-12-03 20:30:54.628000+00:00,781
2024-12-03 20:30:55.410000+00:00,781
2024-12-03 20:30:56.152000+00:00,757
2024-12-03 20:30:56.933000+00:00,753
2024-12-03 20:30:57.675000+00:00,746
2024-12-03 20:30:58.378000+00:00,730
