DateTime,Vert Accelerometer,Lat Accelerometer,Long Accelerometer
2024-12-03 14:49:31.246000+00:00,-8,-577,-683
2024-12-03 14:49:31.249000+00:00,-23,-534,-694
2024-12-03 14:49:31.253000+00:00,-35,-527,-698
2024-12-03 14:49:31.257000+00:00,-47,-515,-694
2024-12-03 14:49:31.261000+00:00,-43,-515,-686
2024-12-03 14:49:31.265000+00:00,-39,-527,-679
2024-12-03 14:49:31.269000+00:00,-47,-527,-655
2024-12-03 14:49:31.273000+00:00,-16,-527,-663
2024-12-03 14:49:31.277000+00:00,-16,-530,-663
2024-12-03 14:49:31.281000+00:00,-12,-546,-632
2024-12-03 14:49:31.285000+00:00,-16,-554,-608
2024-12-03 14:49:31.289000+00:00,-39,-542,-573
2024-12-03 14:49:31.292000+00:00,-43,-530,-542
2024-12-03 14:49:31.296000+00:00,-70,-566,-566
2024-12-03 14:49:31.300000+00:00,-78,-597,-581
2024-12-03 14:49:31.304000+00:00,-98,-644,-601
2024-12-03 14:49:31.308000+00:00,-105,-655,-620
2024-12-03 14:49:31.312000+00:00,-121,-686,-655
2024-12-03 14:49:31.316000+00:00,-140,-698,-655
2024-12-03 14:49:31.320000+00:00,-137,-753,-640
2024-12-03 14:49:31.324000+00:00,-137,-772,-640
2024-12-03 14:49:31.328000+00:00,-140,-780,-675
2024-12-03 14:49:31.331000+00:00,-148,-784,-675
2024-12-03 14:49:31.335000+00:00,-160,-780,-686
2024-12-03 14:49:31.339000+00:00,-156,-776,-686
2024-12-03 14:49:31.343000+00:00,-164,-776,-710
2024-12-03 14:49:31.347000+00:00,-156,-796,-733
2024-12-03 14:49:31.351000+00:00,-156,-753,-737
2024-12-03 14:49:31.355000+00:00,-156,-749,-749
2024-12-03 14:49:31.359000+00:00,-148,-745,-745
2024-12-03 14:49:31.363000+00:00,-144,-733,-745
2024-12-03 14:49:31.367000+00:00,-137,-737,-725
2024-12-03 14:49:31.371000+00:00,-121,-706,-722
2024-12-03 14:49:31.374000+00:00,-94,-683,-679
2024-12-03 14:49:31.378000+00:00,-94,-679,-663
2024-12-03 14:49:31.382000+00:00,-78,-671,-675
2024-12-03 14:49:31.386000+00:00,-59,-655,-671
2024-12-03 14:49:31.390000+00:00,-47,-640,-651
2024-12-03 14:49:31.394000+00:00,-51,-655,-644
2024-12-03 14:49:31.398000+00:00,-39,-647,-640
2024-12-03 14:49:31.402000+00:00,-47,-640,-636
2024-12-03 14:49:31.406000+00:00,-47,-632,-628
2024-12-03 14:49:31.410000+00:00,-47,-628,-632
2024-12-03 14:49:31.414000+00:00,-59,-640,-608
2024-12-03 14:49:31.417000+00:00,-66,-632,-612
2024-12-03 14:49:31.421000+00:00,-70,-655,-612
2024-12-03 14:49:31.425000+00:00,-86,-640,-608
2024-12-03 14:49:31.429000+00:00,-101,-636,-593
2024-12-03 14:49:31.433000+00:00,-113,-640,-589
2024-12-03 14:49:31.437000+00:00,-129,-632,-597
2024-12-03 14:49:31.441000+00:00,-129,-636,-608
2024-12-03 14:49:31.445000+00:00,-148,-636,-608
2024-12-03 14:49:31.449000+00:00,-144,-632,-608
2024-12-03 14:49:31.453000+00:00,-160,-636,-605
2024-12-03 14:49:31.456000+00:00,-164,-624,-593
2024-12-03 14:49:31.460000+00:00,-179,-655,-593
2024-12-03 14:49:31.464000+00:00,-183,-683,-608
2024-12-03 14:49:31.468000+00:00,-187,-722,-624
2024-12-03 14:49:31.472000+00:00,-195,-745,-624
2024-12-03 14:49:31.476000+00:00,-203,-753,-624
2024-12-03 14:49:31.480000+00:00,-215,-753,-616
2024-12-03 14:49:31.484000+00:00,-218,-749,-585
2024-12-03 14:49:31.488000+00:00,-218,-753,-585
2024-12-03 14:49:31.492000+00:00,-238,-753,-573
2024-12-03 14:49:31.496000+00:00,-254,-768,-577
2024-12-03 14:49:31.499000+00:00,-254,-768,-573
2024-12-03 14:49:31.503000+00:00,-273,-776,-566
2024-12-03 14:49:31.507000+00:00,-281,-764,-581
2024-12-03 14:49:31.511000+00:00,-296,-803,-577
2024-12-03 14:49:31.515000+00:00,-308,-807,-577
2024-12-03 14:49:31.519000+00:00,-312,-819,-577
2024-12-03 14:49:31.523000+00:00,-320,-823,-577
2024-12-03 14:49:31.527000+00:00,-324,-831,-569
2024-12-03 14:49:31.531000+00:00,-328,-819,-566
2024-12-03 14:49:31.535000+00:00,-324,-842,-566
2024-12-03 14:49:31.539000+00:00,-320,-839,-566
2024-12-03 14:49:31.542000+00:00,-312,-839,-569
2024-12-03 14:49:31.546000+00:00,-312,-854,-554
2024-12-03 14:49:31.550000+00:00,-293,-862,-573
2024-12-03 14:49:31.554000+00:00,-277,-862,-581
2024-12-03 14:49:31.558000+00:00,-261,-881,-597
2024-12-03 14:49:31.562000+00:00,-269,-885,-620
2024-12-03 14:49:31.566000+00:00,-246,-885,-647
2024-12-03 14:49:31.570000+00:00,-230,-878,-659
2024-12-03 14:49:31.574000+00:00,-199,-823,-667
2024-12-03 14:49:31.578000+00:00,-179,-807,-663
2024-12-03 14:49:31.581000+00:00,-148,-768,-628
2024-12-03 14:49:31.585000+00:00,-144,-753,-608
2024-12-03 14:49:31.589000+00:00,-152,-737,-569
2024-12-03 14:49:31.593000+00:00,-144,-733,-569
2024-12-03 14:49:31.597000+00:00,-152,-737,-558
2024-12-03 14:49:31.601000+00:00,-164,-745,-546
2024-12-03 14:49:31.605000+00:00,-168,-749,-562
2024-12-03 14:49:31.609000+00:00,-183,-753,-558
2024-12-03 14:49:31.613000+00:00,-203,-761,-589
2024-12-03 14:49:31.617000+00:00,-215,-772,-620
2024-12-03 14:49:31.621000+00:00,-230,-803,-663
2024-12-03 14:49:31.624000+00:00,-242,-815,-694
2024-12-03 14:49:31.628000+00:00,-254,-866,-710
2024-12-03 14:49:31.632000+00:00,-254,-889,-722
2024-12-03 14:49:31.636000+00:00,-250,-920,-725
2024-12-03 14:49:31.640000+00:00,-250,-936,-741
2024-12-03 14:49:31.644000+00:00,-254,-956,-761
2024-12-03 14:49:31.648000+00:00,-242,-959,-772
2024-12-03 14:49:31.652000+00:00,-211,-987,-823
2024-12-03 14:49:31.656000+00:00,-215,-975,-819
2024-12-03 14:49:31.660000+00:00,-191,-975,-823
2024-12-03 14:49:31.664000+00:00,-172,-983,-835
2024-12-03 14:49:31.667000+00:00,-144,-1022,-850
2024-12-03 14:49:31.671000+00:00,-117,-1034,-866
2024-12-03 14:49:31.675000+00:00,-98,-1041,-885
2024-12-03 14:49:31.679000+00:00,-90,-1041,-897
2024-12-03 14:49:31.683000+00:00,-51,-1041,-897
2024-12-03 14:49:31.687000+00:00,-39,-1037,-901
2024-12-03 14:49:31.691000+00:00,-20,-1030,-905
2024-12-03 14:49:31.695000+00:00,-4,-1018,-920
2024-12-03 14:49:31.699000+00:00,8,-1002,-913
2024-12-03 14:49:31.703000+00:00,27,-991,-909
2024-12-03 14:49:31.706000+00:00,16,-983,-870
2024-12-03 14:49:31.710000+00:00,0,-967,-850
2024-12-03 14:49:31.714000+00:00,-12,-917,-784
2024-12-03 14:49:31.718000+00:00,-31,-913,-764
2024-12-03 14:49:31.722000+00:00,-78,-901,-733
2024-12-03 14:49:31.726000+00:00,-98,-866,-714
2024-12-03 14:49:31.730000+00:00,-168,-842,-698
2024-12-03 14:49:31.734000+00:00,-203,-823,-690
2024-12-03 14:49:31.738000+00:00,-254,-827,-683
2024-12-03 14:49:31.742000+00:00,-296,-811,-667
2024-12-03 14:49:31.746000+00:00,-363,-780,-624
2024-12-03 14:49:31.749000+00:00,-386,-768,-605
2024-12-03 14:49:31.753000+00:00,-456,-725,-546
2024-12-03 14:49:31.757000+00:00,-484,-698,-523
2024-12-03 14:49:31.761000+00:00,-519,-620,-488
2024-12-03 14:49:31.765000+00:00,-542,-573,-476
2024-12-03 14:49:31.769000+00:00,-589,-503,-456
2024-12-03 14:49:31.773000+00:00,-608,-468,-449
2024-12-03 14:49:31.777000+00:00,-644,-437,-445
2024-12-03 14:49:31.781000+00:00,-659,-425,-449
2024-12-03 14:49:31.785000+00:00,-679,-413,-445
2024-12-03 14:49:31.789000+00:00,-679,-413,-445
2024-12-03 14:49:31.792000+00:00,-663,-429,-456
2024-12-03 14:49:31.796000+00:00,-655,-437,-445
2024-12-03 14:49:31.800000+00:00,-624,-445,-402
2024-12-03 14:49:31.804000+00:00,-608,-437,-374
2024-12-03 14:49:31.808000+00:00,-546,-410,-300
2024-12-03 14:49:31.812000+00:00,-530,-410,-254
2024-12-03 14:49:31.816000+00:00,-472,-398,-183
2024-12-03 14:49:31.820000+00:00,-452,-410,-152
2024-12-03 14:49:31.824000+00:00,-398,-398,-117
2024-12-03 14:49:31.828000+00:00,-390,-406,-105
2024-12-03 14:49:31.831000+00:00,-374,-390,-98
2024-12-03 14:49:31.835000+00:00,-347,-367,-101
2024-12-03 14:49:31.839000+00:00,-363,-374,-109
2024-12-03 14:49:31.843000+00:00,-367,-363,-129
2024-12-03 14:49:31.847000+00:00,-413,-328,-133
2024-12-03 14:49:31.851000+00:00,-433,-308,-133
2024-12-03 14:49:31.855000+00:00,-456,-308,-125
