DateTime,Lead 1,Lead 2
2024-12-03 14:49:30.003000+00:00,-2.868129,0.065934
2024-12-03 14:49:30.007000+00:00,-5.38461,3.494502
2024-12-03 14:49:30.011000+00:00,-5.175819,4.021974
2024-12-03 14:49:30.015000+00:00,3.725271,0.912087
2024-12-03 14:49:30.019000+00:00,5.461533,-1.175823
2024-12-03 14:49:30.023000+00:00,1.450548,0.362637
2024-12-03 14:49:30.027000+00:00,-4.956039,3.362634
2024-12-03 14:49:30.031000+00:00,-5.252742,3.714282
2024-12-03 14:49:30.035000+00:00,3.703293,0.43956
2024-12-03 14:49:30.039000+00:00,5.472522,-2.516481
2024-12-03 14:49:30.042000+00:00,4.06593,-1.681317
2024-12-03 14:49:30.046000+00:00,-4.351644,0.813186
2024-12-03 14:49:30.050000+00:00,-4.923072,0.791208
2024-12-03 14:49:30.054000+00:00,3.857139,-2.351646
2024-12-03 14:49:30.058000+00:00,5.472522,-4.999995
2024-12-03 14:49:30.062000+00:00,4.538457,-3.923073
2024-12-03 14:49:30.066000+00:00,-4.241754,-0.384615
2024-12-03 14:49:30.070000+00:00,-5.406588,0.87912
2024-12-03 14:49:30.074000+00:00,3.362634,-1.571427
2024-12-03 14:49:30.078000+00:00,5.450544,-4.703292
2024-12-03 14:49:30.081000+00:00,5.60439,-3.901095
2024-12-03 14:49:30.085000+00:00,-0.890109,-0.241758
2024-12-03 14:49:30.089000+00:00,-3.934062,1.934064
2024-12-03 14:49:30.093000+00:00,4.230765,0.54945
2024-12-03 14:49:30.097000+00:00,5.505489,-1.846152
2024-12-03 14:49:30.101000+00:00,5.615379,-1.846152
2024-12-03 14:49:30.105000+00:00,0.956043,1.835163
2024-12-03 14:49:30.109000+00:00,-4.373622,4.252743
2024-12-03 14:49:30.113000+00:00,3.890106,2.395602
2024-12-03 14:49:30.117000+00:00,5.505489,-2.428569
2024-12-03 14:49:30.121000+00:00,5.615379,-3.703293
2024-12-03 14:49:30.124000+00:00,1.945053,-0.472527
2024-12-03 14:49:30.128000+00:00,-4.879116,2.846151
2024-12-03 14:49:30.132000+00:00,2.274723,0.593406
2024-12-03 14:49:30.136000+00:00,5.340654,-3.131865
2024-12-03 14:49:30.140000+00:00,5.60439,-3.84615
2024-12-03 14:49:30.144000+00:00,1.010988,-0.802197
2024-12-03 14:49:30.148000+00:00,-5.021973,2.351646
2024-12-03 14:49:30.152000+00:00,-1.483515,1.439559
2024-12-03 14:49:30.156000+00:00,5.087907,-2.30769
2024-12-03 14:49:30.160000+00:00,5.560434,-4.692303
2024-12-03 14:49:30.164000+00:00,1.549449,-0.197802
2024-12-03 14:49:30.167000+00:00,-4.967028,3.681315
2024-12-03 14:49:30.171000+00:00,-4.747248,3.582414
2024-12-03 14:49:30.175000+00:00,4.17582,-0.164835
2024-12-03 14:49:30.179000+00:00,5.4945,-2.296701
2024-12-03 14:49:30.183000+00:00,-0.274725,-0.197802
2024-12-03 14:49:30.187000+00:00,-5.175819,3.109887
2024-12-03 14:49:30.191000+00:00,-4.769226,2.846151
2024-12-03 14:49:30.195000+00:00,4.472523,-1.274724
2024-12-03 14:49:30.199000+00:00,5.505489,-3.450546
2024-12-03 14:49:30.203000+00:00,1.989009,-1.406592
2024-12-03 14:49:30.206000+00:00,-4.978017,2.560437
2024-12-03 14:49:30.210000+00:00,-5.560434,3.373623
2024-12-03 14:49:30.214000+00:00,2.340657,-0.164835
2024-12-03 14:49:30.218000+00:00,5.351643,-3.373623
2024-12-03 14:49:30.222000+00:00,2.571426,-1.879119
2024-12-03 14:49:30.226000+00:00,-4.83516,2.08791
2024-12-03 14:49:30.230000+00:00,-5.450544,3.40659
2024-12-03 14:49:30.234000+00:00,3.934062,0.736263
2024-12-03 14:49:30.238000+00:00,5.439555,-2.252745
2024-12-03 14:49:30.242000+00:00,5.38461,-1.637361
2024-12-03 14:49:30.246000+00:00,-3.373623,3.417579
2024-12-03 14:49:30.249000+00:00,-5.417577,4.186809
2024-12-03 14:49:30.253000+00:00,0.043956,1.637361
2024-12-03 14:49:30.257000+00:00,5.153841,-1.681317
2024-12-03 14:49:30.261000+00:00,1.296702,-3.725271
2024-12-03 14:49:30.265000+00:00,-5.021973,-1.780218
2024-12-03 14:49:30.269000+00:00,-5.560434,-1.450548
2024-12-03 14:49:30.273000+00:00,-3.999996,-1.20879
2024-12-03 14:49:30.277000+00:00,4.230765,-3.285711
2024-12-03 14:49:30.281000+00:00,2.461536,-3.340656
2024-12-03 14:49:30.285000+00:00,-4.890105,1.20879
2024-12-03 14:49:30.289000+00:00,-5.560434,4.648347
2024-12-03 14:49:30.292000+00:00,-4.230765,5.197797
2024-12-03 14:49:30.296000+00:00,4.208787,1.956042
2024-12-03 14:49:30.300000+00:00,2.813184,-1.626372
2024-12-03 14:49:30.304000+00:00,-4.824171,-1.153845
2024-12-03 14:49:30.308000+00:00,-5.549445,0.43956
2024-12-03 14:49:30.312000+00:00,-5.560434,0.593406
2024-12-03 14:49:30.316000+00:00,2.164833,-0.494505
2024-12-03 14:49:30.320000+00:00,3.758238,-2.010987
2024-12-03 14:49:30.324000+00:00,-4.17582,0.208791
2024-12-03 14:49:30.328000+00:00,-5.505489,3.021975
2024-12-03 14:49:30.331000+00:00,-5.60439,3.879117
2024-12-03 14:49:30.335000+00:00,-0.120879,2.010987
2024-12-03 14:49:30.339000+00:00,3.340656,-0.560439
2024-12-03 14:49:30.343000+00:00,-4.450545,0.010989
2024-12-03 14:49:30.347000+00:00,-5.516478,2.219778
2024-12-03 14:49:30.351000+00:00,-5.615379,3.472524
2024-12-03 14:49:30.355000+00:00,-3.175821,1.637361
2024-12-03 14:49:30.359000+00:00,3.373623,-1.31868
2024-12-03 14:49:30.363000+00:00,-0.571428,-1.043955
2024-12-03 14:49:30.367000+00:00,-5.175819,0.692307
2024-12-03 14:49:30.371000+00:00,-5.131863,1.472526
2024-12-03 14:49:30.374000+00:00,3.857139,0.208791
2024-12-03 14:49:30.378000+00:00,5.472522,-2.120877
2024-12-03 14:49:30.382000+00:00,0.318681,-1.813185
2024-12-03 14:49:30.386000+00:00,-5.131863,0.956043
2024-12-03 14:49:30.390000+00:00,-5.582412,2.296701
2024-12-03 14:49:30.394000+00:00,0.87912,0.681318
2024-12-03 14:49:30.398000+00:00,5.230764,-2.824173
2024-12-03 14:49:30.402000+00:00,1.64835,-3.065931
2024-12-03 14:49:30.406000+00:00,-5.010984,-0.065934
2024-12-03 14:49:30.410000+00:00,-5.560434,2.076921
2024-12-03 14:49:30.414000+00:00,1.835163,0.813186
2024-12-03 14:49:30.417000+00:00,5.285709,-2.439558
2024-12-03 14:49:30.421000+00:00,5.208786,-3.010986
2024-12-03 14:49:30.425000+00:00,-3.868128,-0.230769
2024-12-03 14:49:30.429000+00:00,-5.483511,2.626371
2024-12-03 14:49:30.433000+00:00,0.923076,2.219778
2024-12-03 14:49:30.437000+00:00,5.208786,-0.648351
2024-12-03 14:49:30.441000+00:00,5.582412,-2.274723
2024-12-03 14:49:30.445000+00:00,-2.648349,-0.428571
2024-12-03 14:49:30.449000+00:00,-5.362632,1.472526
2024-12-03 14:49:30.453000+00:00,1.934064,1.395603
2024-12-03 14:49:30.456000+00:00,5.318676,-1.329669
2024-12-03 14:49:30.460000+00:00,5.593401,-3.362634
2024-12-03 14:49:30.464000+00:00,1.351647,-1.582416
2024-12-03 14:49:30.468000+00:00,-4.956039,2.109888
2024-12-03 14:49:30.472000+00:00,2.395602,1.329669
2024-12-03 14:49:30.476000+00:00,5.351643,-0.32967
2024-12-03 14:49:30.480000+00:00,5.593401,-2.494503
2024-12-03 14:49:30.484000+00:00,4.890105,-2.153844
2024-12-03 14:49:30.488000+00:00,-3.901095,1.153845
2024-12-03 14:49:30.492000+00:00,1.241757,4.956039
2024-12-03 14:49:30.496000+00:00,5.241753,5.571423
2024-12-03 14:49:30.499000+00:00,5.593401,4.94505
2024-12-03 14:49:30.503000+00:00,5.208786,0.890109
2024-12-03 14:49:30.507000+00:00,-3.197799,-2.098899
2024-12-03 14:49:30.511000+00:00,-2.076921,1.417581
2024-12-03 14:49:30.515000+00:00,4.83516,5.208786
2024-12-03 14:49:30.519000+00:00,5.549445,5.593401
2024-12-03 14:49:30.523000+00:00,1.329669,1.065933
2024-12-03 14:49:30.527000+00:00,-5.021973,-4.868127
2024-12-03 14:49:30.531000+00:00,-5.483511,-3.901095
2024-12-03 14:49:30.535000+00:00,2.340657,3.879117
2024-12-03 14:49:30.539000+00:00,5.307687,5.461533
2024-12-03 14:49:30.542000+00:00,-1.296702,0.351648
