DateTime,Vert Accelerometer,Lat Accelerometer,Long Accelerometer
2024-12-03 14:49:31.617000+00:00,-605,-176,-737
2024-12-03 14:49:31.621000+00:00,-612,-187,-729
2024-12-03 14:49:31.624000+00:00,-601,-179,-725
2024-12-03 14:49:31.628000+00:00,-601,-183,-722
2024-12-03 14:49:31.632000+00:00,-608,-176,-714
2024-12-03 14:49:31.636000+00:00,-616,-191,-710
2024-12-03 14:49:31.640000+00:00,-608,-195,-722
2024-12-03 14:49:31.644000+00:00,-616,-195,-714
2024-12-03 14:49:31.648000+00:00,-612,-183,-714
2024-12-03 14:49:31.652000+00:00,-608,-207,-718
2024-12-03 14:49:31.656000+00:00,-620,-199,-702
2024-12-03 14:49:31.660000+00:00,-620,-203,-690
2024-12-03 14:49:31.664000+00:00,-620,-191,-679
2024-12-03 14:49:31.667000+00:00,-624,-183,-679
2024-12-03 14:49:31.671000+00:00,-620,-191,-667
2024-12-03 14:49:31.675000+00:00,-628,-183,-651
2024-12-03 14:49:31.679000+00:00,-624,-179,-644
2024-12-03 14:49:31.683000+00:00,-628,-164,-632
2024-12-03 14:49:31.687000+00:00,-636,-172,-640
2024-12-03 14:49:31.691000+00:00,-636,-168,-644
2024-12-03 14:49:31.695000+00:00,-644,-168,-647
2024-12-03 14:49:31.699000+00:00,-647,-176,-655
2024-12-03 14:49:31.703000+00:00,-663,-176,-647
2024-12-03 14:49:31.706000+00:00,-675,-168,-644
2024-12-03 14:49:31.710000+00:00,-675,-191,-636
2024-12-03 14:49:31.714000+00:00,-675,-179,-620
2024-12-03 14:49:31.718000+00:00,-686,-168,-644
2024-12-03 14:49:31.722000+00:00,-694,-195,-644
2024-12-03 14:49:31.726000+00:00,-694,-191,-647
2024-12-03 14:49:31.730000+00:00,-690,-203,-659
2024-12-03 14:49:31.734000+00:00,-710,-179,-644
2024-12-03 14:49:31.738000+00:00,-714,-179,-663
2024-12-03 14:49:31.742000+00:00,-710,-191,-679
2024-12-03 14:49:31.746000+00:00,-718,-191,-659
2024-12-03 14:49:31.749000+00:00,-718,-203,-690
2024-12-03 14:49:31.753000+00:00,-714,-199,-698
2024-12-03 14:49:31.757000+00:00,-729,-199,-694
2024-12-03 14:49:31.761000+00:00,-737,-207,-679
2024-12-03 14:49:31.765000+00:00,-733,-199,-686
2024-12-03 14:49:31.769000+00:00,-725,-211,-663
2024-12-03 14:49:31.773000+00:00,-714,-203,-675
2024-12-03 14:49:31.777000+00:00,-706,-218,-659
2024-12-03 14:49:31.781000+00:00,-718,-207,-655
2024-12-03 14:49:31.785000+00:00,-714,-226,-620
2024-12-03 14:49:31.789000+00:00,-710,-191,-605
2024-12-03 14:49:31.792000+00:00,-698,-211,-601
2024-12-03 14:49:31.796000+00:00,-702,-226,-573
2024-12-03 14:49:31.800000+00:00,-698,-218,-573
2024-12-03 14:49:31.804000+00:00,-690,-218,-546
2024-12-03 14:49:31.808000+00:00,-686,-226,-534
2024-12-03 14:49:31.812000+00:00,-683,-226,-527
2024-12-03 14:49:31.816000+00:00,-667,-230,-534
2024-12-03 14:49:31.820000+00:00,-667,-246,-527
2024-12-03 14:49:31.824000+00:00,-679,-242,-515
2024-12-03 14:49:31.828000+00:00,-679,-254,-511
2024-12-03 14:49:31.831000+00:00,-675,-250,-511
2024-12-03 14:49:31.835000+00:00,-694,-254,-495
2024-12-03 14:49:31.839000+00:00,-686,-269,-527
2024-12-03 14:49:31.843000+00:00,-686,-265,-530
2024-12-03 14:49:31.847000+00:00,-683,-261,-534
2024-12-03 14:49:31.851000+00:00,-690,-277,-538
2024-12-03 14:49:31.855000+00:00,-706,-281,-507
2024-12-03 14:49:31.859000+00:00,-710,-285,-527
