DateTime,Interbeat Interval (MS)
2024-12-03 20:55:02.496000+00:00,558
2024-12-03 20:55:03.042000+00:00,554
2024-12-03 20:55:03.589000+00:00,542
2024-12-03 20:55:04.136000+00:00,542
2024-12-03 20:55:04.683000+00:00,535
2024-12-03 20:55:05.191000+00:00,531
2024-12-03 20:55:05.738000+00:00,523
2024-12-03 20:55:06.246000+00:00,519
2024-12-03 20:55:06.753000+00:00,507
2024-12-03 20:55:07.261000+00:00,503
2024-12-03 20:55:07.769000+00:00,503
2024-12-03 20:55:08.238000+00:00,496
2024-12-03 20:55:08.746000+00:00,500
2024-12-03 20:55:09.253000+00:00,507
2024-12-03 20:55:09.800000+00:00,523
2024-12-03 20:55:10.347000+00:00,554
2024-12-03 20:55:10.933000+00:00,582
2024-12-03 20:55:11.519000+00:00,578
2024-12-03 20:55:12.105000+00:00,593
2024-12-03 20:55:12.730000+00:00,625
2024-12-03 20:55:13.355000+00:00,621
2024-12-03 20:55:13.941000+00:00,617
2024-12-03 20:55:14.566000+00:00,625
2024-12-03 20:55:15.230000+00:00,628
2024-12-03 20:55:15.816000+00:00,617
2024-12-03 20:55:16.441000+00:00,601
2024-12-03 20:55:17.027000+00:00,589
2024-12-03 20:55:17.613000+00:00,585
2024-12-03 20:55:18.160000+00:00,570
2024-12-03 20:55:18.746000+00:00,585
2024-12-03 20:55:19.371000+00:00,617
2024-12-03 20:55:19.996000+00:00,601
2024-12-03 20:55:20.581000+00:00,589
2024-12-03 20:55:21.128000+00:00,574
2024-12-03 20:55:21.714000+00:00,562
2024-12-03 20:55:22.261000+00:00,550
2024-12-03 20:55:22.808000+00:00,546
2024-12-03 20:55:23.355000+00:00,542
2024-12-03 20:55:23.902000+00:00,542
2024-12-03 20:55:24.449000+00:00,539
2024-12-03 20:55:24.996000+00:00,546
2024-12-03 20:55:25.542000+00:00,546
2024-12-03 20:55:26.089000+00:00,562
2024-12-03 20:55:26.636000+00:00,562
2024-12-03 20:55:27.222000+00:00,558
2024-12-03 20:55:27.769000+00:00,558
2024-12-03 20:55:28.316000+00:00,554
2024-12-03 20:55:28.863000+00:00,558
2024-12-03 20:55:29.449000+00:00,562
2024-12-03 20:55:29.996000+00:00,566
2024-12-03 20:55:30.581000+00:00,566
2024-12-03 20:55:31.128000+00:00,558
2024-12-03 20:55:31.675000+00:00,558
2024-12-03 20:55:32.261000+00:00,554
2024-12-03 20:55:32.808000+00:00,546
2024-12-03 20:55:33.316000+00:00,539
2024-12-03 20:55:33.863000+00:00,542
2024-12-03 20:55:34.410000+00:00,542
2024-12-03 20:55:34.956000+00:00,554
2024-12-03 20:55:35.542000+00:00,562
2024-12-03 20:55:36.128000+00:00,574
2024-12-03 20:55:36.714000+00:00,585
2024-12-03 20:55:37.261000+00:00,578
2024-12-03 20:55:37.847000+00:00,578
2024-12-03 20:55:38.433000+00:00,574
2024-12-03 20:55:38.980000+00:00,570
2024-12-03 20:55:39.566000+00:00,562
2024-12-03 20:55:40.113000+00:00,550
2024-12-03 20:55:40.660000+00:00,542
2024-12-03 20:55:41.206000+00:00,539
2024-12-03 20:55:41.714000+00:00,531
2024-12-03 20:55:42.261000+00:00,527
2024-12-03 20:55:42.769000+00:00,535
2024-12-03 20:55:43.355000+00:00,554
2024-12-03 20:55:43.902000+00:00,570
2024-12-03 20:55:44.488000+00:00,570
2024-12-03 20:55:45.035000+00:00,562
2024-12-03 20:55:45.581000+00:00,542
2024-12-03 20:55:46.128000+00:00,539
2024-12-03 20:55:46.636000+00:00,527
2024-12-03 20:55:47.183000+00:00,527
2024-12-03 20:55:47.730000+00:00,531
2024-12-03 20:55:48.238000+00:00,531
2024-12-03 20:55:48.785000+00:00,531
2024-12-03 20:55:49.331000+00:00,539
2024-12-03 20:55:49.839000+00:00,519
2024-12-03 20:55:50.347000+00:00,515
2024-12-03 20:55:50.855000+00:00,511
2024-12-03 20:55:51.363000+00:00,496
2024-12-03 20:55:51.871000+00:00,503
2024-12-03 20:55:52.339000+00:00,484
2024-12-03 20:55:52.808000+00:00,476
2024-12-03 20:55:53.316000+00:00,480
2024-12-03 20:55:53.785000+00:00,476
2024-12-03 20:55:54.253000+00:00,472
2024-12-03 20:55:54.722000+00:00,480
2024-12-03 20:55:55.230000+00:00,484
2024-12-03 20:55:55.699000+00:00,480
2024-12-03 20:55:56.167000+00:00,472
2024-12-03 20:55:56.636000+00:00,476
2024-12-03 20:55:57.105000+00:00,468
2024-12-03 20:55:57.574000+00:00,468
2024-12-03 20:55:58.042000+00:00,468
2024-12-03 20:55:58.511000+00:00,468
2024-12-03 20:55:58.980000+00:00,468
2024-12-03 20:55:59.449000+00:00,464
2024-12-03 20:55:59.917000+00:00,472
2024-12-03 20:56:00.386000+00:00,468
2024-12-03 20:56:00.855000+00:00,460
2024-12-03 20:56:01.324000+00:00,464
2024-12-03 20:56:01.792000+00:00,464
2024-12-03 20:56:02.261000+00:00,457
2024-12-03 20:56:02.691000+00:00,460
2024-12-03 20:56:03.160000+00:00,453
2024-12-03 20:56:03.628000+00:00,457
2024-12-03 20:56:04.058000+00:00,457
2024-12-03 20:56:04.527000+00:00,457
2024-12-03 20:56:04.996000+00:00,453
2024-12-03 20:56:05.464000+00:00,464
2024-12-03 20:56:05.933000+00:00,484
2024-12-03 20:56:06.402000+00:00,457
2024-12-03 20:56:06.871000+00:00,480
2024-12-03 20:56:07.339000+00:00,484
2024-12-03 20:56:07.847000+00:00,484
2024-12-03 20:56:08.316000+00:00,480
2024-12-03 20:56:08.785000+00:00,480
2024-12-03 20:56:09.292000+00:00,476
2024-12-03 20:56:09.761000+00:00,472
2024-12-03 20:56:10.230000+00:00,472
2024-12-03 20:56:10.699000+00:00,476
2024-12-03 20:56:11.167000+00:00,480
2024-12-03 20:56:11.636000+00:00,476
2024-12-03 20:56:12.144000+00:00,476
2024-12-03 20:56:12.613000+00:00,476
2024-12-03 20:56:13.081000+00:00,476
2024-12-03 20:56:13.550000+00:00,468
2024-12-03 20:56:14.019000+00:00,468
2024-12-03 20:56:14.488000+00:00,468
2024-12-03 20:56:14.956000+00:00,460
2024-12-03 20:56:15.425000+00:00,460
2024-12-03 20:56:15.855000+00:00,460
2024-12-03 20:56:16.324000+00:00,468
2024-12-03 20:56:16.831000+00:00,480
2024-12-03 20:56:17.300000+00:00,492
2024-12-03 20:56:17.808000+00:00,496
2024-12-03 20:56:18.316000+00:00,500
2024-12-03 20:56:18.824000+00:00,503
2024-12-03 20:56:19.292000+00:00,496
2024-12-03 20:56:19.800000+00:00,484
2024-12-03 20:56:20.269000+00:00,484
2024-12-03 20:56:20.777000+00:00,480
2024-12-03 20:56:21.246000+00:00,480
2024-12-03 20:56:21.714000+00:00,480
2024-12-03 20:56:22.222000+00:00,488
2024-12-03 20:56:22.691000+00:00,484
2024-12-03 20:56:23.199000+00:00,488
2024-12-03 20:56:23.667000+00:00,492
2024-12-03 20:56:24.175000+00:00,488
2024-12-03 20:56:24.644000+00:00,484
2024-12-03 20:56:25.113000+00:00,480
2024-12-03 20:56:25.621000+00:00,492
2024-12-03 20:56:26.089000+00:00,484
2024-12-03 20:56:26.597000+00:00,484
2024-12-03 20:56:27.066000+00:00,488
2024-12-03 20:56:27.574000+00:00,496
2024-12-03 20:56:28.081000+00:00,492
2024-12-03 20:56:28.550000+00:00,492
2024-12-03 20:56:29.058000+00:00,496
2024-12-03 20:56:29.527000+00:00,492
2024-12-03 20:56:30.035000+00:00,484
2024-12-03 20:56:30.503000+00:00,484
2024-12-03 20:56:31.011000+00:00,484
2024-12-03 20:56:31.480000+00:00,488
2024-12-03 20:56:31.988000+00:00,496
2024-12-03 20:56:32.496000+00:00,500
2024-12-03 20:56:32.964000+00:00,500
2024-12-03 20:56:33.472000+00:00,500
2024-12-03 20:56:33.980000+00:00,507
2024-12-03 20:56:34.488000+00:00,503
2024-12-03 20:56:34.996000+00:00,519
2024-12-03 20:56:35.542000+00:00,542
2024-12-03 20:56:36.089000+00:00,539
2024-12-03 20:56:36.636000+00:00,542
2024-12-03 20:56:37.183000+00:00,539
2024-12-03 20:56:37.691000+00:00,531
2024-12-03 20:56:38.238000+00:00,519
2024-12-03 20:56:38.746000+00:00,527
2024-12-03 20:56:39.292000+00:00,519
2024-12-03 20:56:39.800000+00:00,519
2024-12-03 20:56:40.308000+00:00,515
2024-12-03 20:56:40.816000+00:00,519
2024-12-03 20:56:41.363000+00:00,527
2024-12-03 20:56:41.871000+00:00,527
2024-12-03 20:56:42.417000+00:00,523
2024-12-03 20:56:42.925000+00:00,523
2024-12-03 20:56:43.472000+00:00,527
2024-12-03 20:56:43.980000+00:00,531
2024-12-03 20:56:44.527000+00:00,527
2024-12-03 20:56:45.035000+00:00,527
2024-12-03 20:56:45.581000+00:00,535
2024-12-03 20:56:46.128000+00:00,539
2024-12-03 20:56:46.675000+00:00,542
2024-12-03 20:56:47.222000+00:00,550
2024-12-03 20:56:47.769000+00:00,554
2024-12-03 20:56:48.316000+00:00,546
2024-12-03 20:56:48.863000+00:00,542
2024-12-03 20:56:49.410000+00:00,542
2024-12-03 20:56:49.956000+00:00,539
2024-12-03 20:56:50.464000+00:00,542
2024-12-03 20:56:51.011000+00:00,539
2024-12-03 20:56:51.558000+00:00,535
2024-12-03 20:56:52.105000+00:00,535
2024-12-03 20:56:52.652000+00:00,542
2024-12-03 20:56:53.199000+00:00,546
2024-12-03 20:56:53.746000+00:00,550
2024-12-03 20:56:54.292000+00:00,550
2024-12-03 20:56:54.839000+00:00,554
2024-12-03 20:56:55.386000+00:00,554
2024-12-03 20:56:55.933000+00:00,546
2024-12-03 20:56:56.480000+00:00,539
2024-12-03 20:56:57.027000+00:00,531
2024-12-03 20:56:57.535000+00:00,527
2024-12-03 20:56:58.081000+00:00,527
2024-12-03 20:56:58.589000+00:00,535
2024-12-03 20:56:59.136000+00:00,539
2024-12-03 20:56:59.683000+00:00,542
2024-12-03 20:57:00.230000+00:00,562
2024-12-03 20:57:00.816000+00:00,566
2024-12-03 20:57:01.363000+00:00,566
2024-12-03 20:57:01.949000+00:00,574
2024-12-03 20:57:02.535000+00:00,574
2024-12-03 20:57:03.081000+00:00,570
2024-12-03 20:57:03.667000+00:00,558
2024-12-03 20:57:04.214000+00:00,562
2024-12-03 20:57:04.761000+00:00,562
2024-12-03 20:57:05.347000+00:00,566
2024-12-03 20:57:05.894000+00:00,562
2024-12-03 20:57:06.480000+00:00,554
2024-12-03 20:57:07.027000+00:00,558
2024-12-03 20:57:07.574000+00:00,550
2024-12-03 20:57:08.121000+00:00,562
2024-12-03 20:57:08.706000+00:00,554
2024-12-03 20:57:09.253000+00:00,562
2024-12-03 20:57:09.800000+00:00,562
2024-12-03 20:57:10.386000+00:00,554
2024-12-03 20:57:10.933000+00:00,554
2024-12-03 20:57:11.480000+00:00,554
2024-12-03 20:57:12.027000+00:00,542
2024-12-03 20:57:12.574000+00:00,539
2024-12-03 20:57:13.121000+00:00,542
2024-12-03 20:57:13.628000+00:00,539
2024-12-03 20:57:14.175000+00:00,539
2024-12-03 20:57:14.722000+00:00,539
2024-12-03 20:57:15.269000+00:00,546
2024-12-03 20:57:15.855000+00:00,570
2024-12-03 20:57:16.402000+00:00,582
2024-12-03 20:57:16.988000+00:00,578
2024-12-03 20:57:17.574000+00:00,582
2024-12-03 20:57:18.160000+00:00,566
2024-12-03 20:57:18.706000+00:00,554
2024-12-03 20:57:19.253000+00:00,550
2024-12-03 20:57:19.800000+00:00,550
2024-12-03 20:57:20.347000+00:00,550
2024-12-03 20:57:20.894000+00:00,550
2024-12-03 20:57:21.441000+00:00,550
2024-12-03 20:57:21.988000+00:00,550
2024-12-03 20:57:22.574000+00:00,550
2024-12-03 20:57:23.121000+00:00,554
2024-12-03 20:57:23.667000+00:00,550
2024-12-03 20:57:24.214000+00:00,539
2024-12-03 20:57:24.761000+00:00,546
2024-12-03 20:57:25.269000+00:00,527
2024-12-03 20:57:25.816000+00:00,535
2024-12-03 20:57:26.324000+00:00,523
2024-12-03 20:57:26.871000+00:00,527
2024-12-03 20:57:27.378000+00:00,523
2024-12-03 20:57:27.886000+00:00,519
2024-12-03 20:57:28.433000+00:00,523
2024-12-03 20:57:28.941000+00:00,527
2024-12-03 20:57:29.488000+00:00,531
2024-12-03 20:57:30.035000+00:00,531
2024-12-03 20:57:30.542000+00:00,523
2024-12-03 20:57:31.050000+00:00,527
2024-12-03 20:57:31.597000+00:00,531
2024-12-03 20:57:32.144000+00:00,527
2024-12-03 20:57:32.652000+00:00,523
2024-12-03 20:57:33.160000+00:00,523
2024-12-03 20:57:33.706000+00:00,519
2024-12-03 20:57:34.214000+00:00,523
2024-12-03 20:57:34.722000+00:00,523
2024-12-03 20:57:35.269000+00:00,523
2024-12-03 20:57:35.777000+00:00,519
